participantId,trialId,trialOrder,responseId,status,percentComplete,description,responsePrompt,answer,correctAnswer,isCorrectlyAnswered,responseMin,responseMax,startTime,endTime,duration,dataset
574dc90512d86b000f833ab0,Tennis-Both-Q2,14,voq1,completed,100.0,Content: Text and Visual,How confident are you in your answers?,5,undefined,undefined,undefined,undefined,2024-08-21T23:12:16.312Z,2024-08-21T23:12:28.154Z,11842,Tennis Grand Slam Winners
574dc90512d86b000f833ab0,Tennis-Both-Q2,14,voq2,completed,100.0,Content: Text and Visual,How well did you understand the information presented?,5,undefined,undefined,undefined,undefined,2024-08-21T23:12:16.312Z,2024-08-21T23:12:28.154Z,11842,Tennis Grand Slam Winners
574dc90512d86b000f833ab0,Tennis-Both-Q2,14,voq3,completed,100.0,Content: Text and Visual,How effective was the content at conveying information?,5,undefined,undefined,undefined,undefined,2024-08-21T23:12:16.312Z,2024-08-21T23:12:28.154Z,11842,Tennis Grand Slam Winners
574dc90512d86b000f833ab0,Tennis-Both-Q3,15,voq1,completed,100.0,Content: Text and Visual,What are your insights and take-aways from the plot and the description for this data?,Set sizes are mostly equal.,undefined,undefined,undefined,undefined,2024-08-21T23:12:28.177Z,2024-08-21T23:13:21.569Z,53392,Tennis Grand Slam Winners
574dc90512d86b000f833ab0,Post Study Survey,16,q1,completed,100.0,undefined,Which presentation modality did you find most effective?,Text and Visualization Combined,undefined,undefined,undefined,undefined,2024-08-21T23:13:21.652Z,2024-08-21T23:13:52.307Z,30655,Undefined
574dc90512d86b000f833ab0,Post Study Survey,16,q2,completed,100.0,undefined,Which condition did you find the least effective?,Just Text Description,undefined,undefined,undefined,undefined,2024-08-21T23:13:21.652Z,2024-08-21T23:13:52.307Z,30655,Undefined
574dc90512d86b000f833ab0,Post Study Survey,16,q3,completed,100.0,undefined,"If you were to receive information in the future, which format would you prefer?",Text and Visualization Combined,undefined,undefined,undefined,undefined,2024-08-21T23:13:21.652Z,2024-08-21T23:13:52.307Z,30655,Undefined
574dc90512d86b000f833ab0,Post Study Survey,16,q4,completed,100.0,undefined,Did you find UpSet plots easy to read?,5,undefined,undefined,undefined,undefined,2024-08-21T23:13:21.652Z,2024-08-21T23:13:52.307Z,30655,Undefined
574dc90512d86b000f833ab0,Post Study Survey,16,q5,completed,100.0,undefined,Did you find the text descriptions easy to read?,4,undefined,undefined,undefined,undefined,2024-08-21T23:13:21.652Z,2024-08-21T23:13:52.307Z,30655,Undefined
574dc90512d86b000f833ab0,Post Study Survey,16,q6,completed,100.0,undefined,Did you find the text description too short or too long?,3,undefined,undefined,undefined,undefined,2024-08-21T23:13:21.652Z,2024-08-21T23:13:52.307Z,30655,Undefined
574dc90512d86b000f833ab0,Post Study Survey,16,q7,completed,100.0,undefined,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","No, I don't think I missed anything.",undefined,undefined,undefined,undefined,2024-08-21T23:13:21.652Z,2024-08-21T23:13:52.307Z,30655,Undefined
574dc90512d86b000f833ab0,Post Study Survey,16,q8,completed,100.0,undefined,How experienced are you with Data Visualization?,3,undefined,undefined,undefined,undefined,2024-08-21T23:13:21.652Z,2024-08-21T23:13:52.307Z,30655,Undefined
574dc90512d86b000f833ab0,Post Study Survey,16,q9,completed,100.0,undefined,Do you have any other comments?,,undefined,undefined,undefined,undefined,2024-08-21T23:13:21.652Z,2024-08-21T23:13:52.307Z,30655,Undefined
5755c957eb80c4000741a9ce,Consent,1,id,completed,100.0,undefined,Please enter your Prolific ID,5755c957eb80c4000741a9ce,undefined,undefined,undefined,undefined,2024-08-27T20:25:14.877Z,2024-08-27T20:25:21.901Z,7024,Undefined
5755c957eb80c4000741a9ce,Consent,1,consent,completed,100.0,undefined,Do you consent to the study and wish to continue?,yes,undefined,undefined,undefined,undefined,2024-08-27T20:25:14.877Z,2024-08-27T20:25:21.901Z,7024,Undefined
5755c957eb80c4000741a9ce,Training 1,3,1,completed,100.0,undefined,What is the largest set?,Action,Action,True,undefined,undefined,2024-08-27T20:27:31.678Z,2024-08-27T20:29:29.433Z,117755,Movie Genres
5755c957eb80c4000741a9ce,Training 1,3,2,completed,100.0,undefined,What is the largest intersection?,Empty Intersection (no sets),Empty Intersection (no sets),True,undefined,undefined,2024-08-27T20:27:31.678Z,2024-08-27T20:29:29.433Z,117755,Movie Genres
5755c957eb80c4000741a9ce,Training 1,3,3,completed,100.0,undefined,How many sets make up the largest intersection?,It is the empty intersection (no sets),It is the empty intersection (no sets),True,undefined,undefined,2024-08-27T20:27:31.678Z,2024-08-27T20:29:29.433Z,117755,Movie Genres
5755c957eb80c4000741a9ce,Training 2,4,1,completed,100.0,undefined,What is the largest set?,Adventure,Adventure,True,undefined,undefined,2024-08-27T20:29:29.453Z,2024-08-27T20:30:32.587Z,63134,Movie Genres
5755c957eb80c4000741a9ce,Training 2,4,2,completed,100.0,undefined,What is the largest intersection?,Adventure,Adventure,True,undefined,undefined,2024-08-27T20:29:29.453Z,2024-08-27T20:30:32.587Z,63134,Movie Genres
5755c957eb80c4000741a9ce,Training 2,4,3,completed,100.0,undefined,How many sets make up the largest intersection?,It is only of a single set,It is only of a single set,True,undefined,undefined,2024-08-27T20:29:29.453Z,2024-08-27T20:30:32.587Z,63134,Movie Genres
5755c957eb80c4000741a9ce,Training 3,5,1,completed,100.0,undefined,What is the largest set?,Drama,Drama,True,undefined,undefined,2024-08-27T20:30:32.604Z,2024-08-27T20:31:48.079Z,75475,Movie Genres
5755c957eb80c4000741a9ce,Training 3,5,2,completed,100.0,undefined,What is the largest intersection?,Drama,Drama,True,undefined,undefined,2024-08-27T20:30:32.604Z,2024-08-27T20:31:48.079Z,75475,Movie Genres
5755c957eb80c4000741a9ce,Training 3,5,3,completed,100.0,undefined,How many sets make up the largest intersection?,It is only of a single set,It is only of a single set,True,undefined,undefined,2024-08-27T20:30:32.604Z,2024-08-27T20:31:48.079Z,75475,Movie Genres
5755c957eb80c4000741a9ce,Organizations-Text-Q1,7,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,18,8,False,0,100,2024-08-27T20:31:50.131Z,2024-08-27T20:33:44.468Z,114337,International Organizations
5755c957eb80c4000741a9ce,Organizations-Text-Q1,7,voq2,completed,100.0,Content: Text Only,What is the largest set?,UPU,UPU,True,undefined,undefined,2024-08-27T20:31:50.131Z,2024-08-27T20:33:44.468Z,114337,International Organizations
5755c957eb80c4000741a9ce,Organizations-Text-Q1,7,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,"UNESCO,Interpol,WHO,UN,UPU","Interpol,UN,UNESCO,UPU,WHO",True,undefined,undefined,2024-08-27T20:31:50.131Z,2024-08-27T20:33:44.468Z,114337,International Organizations
5755c957eb80c4000741a9ce,Organizations-Text-Q1,7,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,117,117,True,0,1000000000,2024-08-27T20:31:50.131Z,2024-08-27T20:33:44.468Z,114337,International Organizations
5755c957eb80c4000741a9ce,Organizations-Text-Q1,7,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,It is the intersection of many sets,It is the intersection of many sets,True,undefined,undefined,2024-08-27T20:31:50.131Z,2024-08-27T20:33:44.468Z,114337,International Organizations
5755c957eb80c4000741a9ce,Organizations-Text-Q1,7,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-27T20:31:50.131Z,2024-08-27T20:33:44.468Z,114337,International Organizations
5755c957eb80c4000741a9ce,Organizations-Text-Q1,7,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-27T20:31:50.131Z,2024-08-27T20:33:44.468Z,114337,International Organizations
5755c957eb80c4000741a9ce,Organizations-Text-Q1,7,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,No,No,True,undefined,undefined,2024-08-27T20:31:50.131Z,2024-08-27T20:33:44.468Z,114337,International Organizations
5755c957eb80c4000741a9ce,Organizations-Text-Q2,8,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,4,undefined,undefined,undefined,undefined,2024-08-27T20:33:44.492Z,2024-08-27T20:34:00.393Z,15901,International Organizations
5755c957eb80c4000741a9ce,Organizations-Text-Q2,8,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,4,undefined,undefined,undefined,undefined,2024-08-27T20:33:44.492Z,2024-08-27T20:34:00.393Z,15901,International Organizations
5755c957eb80c4000741a9ce,Organizations-Text-Q2,8,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,3,undefined,undefined,undefined,undefined,2024-08-27T20:33:44.492Z,2024-08-27T20:34:00.393Z,15901,International Organizations
5755c957eb80c4000741a9ce,Organizations-Text-Q3,9,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,"That there seems to be a major overlap with the biggest organisations, and the rest are fairly insignificant. ",undefined,undefined,undefined,undefined,2024-08-27T20:34:00.417Z,2024-08-27T20:34:56.961Z,56544,International Organizations
5755c957eb80c4000741a9ce,Covid-Both-Q1,10,voq1,completed,100.0,Content: Text and Visual,How many sets are there?,6,6,True,0,100,2024-08-27T20:34:56.994Z,2024-08-27T20:35:51.332Z,54338,Covid Symptoms
5755c957eb80c4000741a9ce,Covid-Both-Q1,10,voq2,completed,100.0,Content: Text and Visual,What is the largest set?,Fatigue,Fatigue,True,undefined,undefined,2024-08-27T20:34:56.994Z,2024-08-27T20:35:51.332Z,54338,Covid Symptoms
5755c957eb80c4000741a9ce,Covid-Both-Q1,10,voq3,completed,100.0,Content: Text and Visual,What is the largest intersection?,"Anosmia,Fatigue","Anosmia,Fatigue",True,undefined,undefined,2024-08-27T20:34:56.994Z,2024-08-27T20:35:51.332Z,54338,Covid Symptoms
5755c957eb80c4000741a9ce,Covid-Both-Q1,10,voq4,completed,100.0,Content: Text and Visual,How large is the largest intersection?,281,281,True,0,1000000000,2024-08-27T20:34:56.994Z,2024-08-27T20:35:51.332Z,54338,Covid Symptoms
5755c957eb80c4000741a9ce,Covid-Both-Q1,10,voq5,completed,100.0,Content: Text and Visual,How many sets make up the largest intersection?,It is the intersection of 2-3 sets,It is the intersection of 2-3 sets,True,undefined,undefined,2024-08-27T20:34:56.994Z,2024-08-27T20:35:51.332Z,54338,Covid Symptoms
5755c957eb80c4000741a9ce,Covid-Both-Q1,10,voq6,completed,100.0,Content: Text and Visual,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-27T20:34:56.994Z,2024-08-27T20:35:51.332Z,54338,Covid Symptoms
5755c957eb80c4000741a9ce,Covid-Both-Q1,10,voq7,completed,100.0,Content: Text and Visual,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-27T20:34:56.994Z,2024-08-27T20:35:51.332Z,54338,Covid Symptoms
5755c957eb80c4000741a9ce,Covid-Both-Q1,10,voq8,completed,100.0,Content: Text and Visual,Is the all-set intersection (intersection having all the sets) present? ,Yes,Yes,True,undefined,undefined,2024-08-27T20:34:56.994Z,2024-08-27T20:35:51.332Z,54338,Covid Symptoms
5755c957eb80c4000741a9ce,Covid-Both-Q2,11,voq1,completed,100.0,Content: Text and Visual,How confident are you in your answers?,5,undefined,undefined,undefined,undefined,2024-08-27T20:35:51.354Z,2024-08-27T20:36:03.860Z,12506,Covid Symptoms
5755c957eb80c4000741a9ce,Covid-Both-Q2,11,voq2,completed,100.0,Content: Text and Visual,How well did you understand the information presented?,5,undefined,undefined,undefined,undefined,2024-08-27T20:35:51.354Z,2024-08-27T20:36:03.860Z,12506,Covid Symptoms
5755c957eb80c4000741a9ce,Covid-Both-Q2,11,voq3,completed,100.0,Content: Text and Visual,How effective was the content at conveying information?,4,undefined,undefined,undefined,undefined,2024-08-27T20:35:51.354Z,2024-08-27T20:36:03.860Z,12506,Covid Symptoms
5755c957eb80c4000741a9ce,Covid-Both-Q3,12,voq1,completed,100.0,Content: Text and Visual,What are your insights and take-aways from the plot and the description for this data?,"It shows how fatigue is consistently the most common trait, both by itself and intersecting with other symptoms, and that diarrhea and shortness of breath seem to be mostly unrelated to having covid.",undefined,undefined,undefined,undefined,2024-08-27T20:36:03.883Z,2024-08-27T20:37:20.808Z,76925,Covid Symptoms
5755c957eb80c4000741a9ce,Tennis-Vis-Q1,13,voq1,completed,100.0,Content: Visualization Only,How many sets are shown in the upset plot?,4,4,True,0,100,2024-08-27T20:37:20.840Z,2024-08-27T20:37:49.681Z,28841,Tennis Grand Slam Winners
5755c957eb80c4000741a9ce,Tennis-Vis-Q1,13,voq2,completed,100.0,Content: Visualization Only,What is the largest set?,Australian,Australian,True,undefined,undefined,2024-08-27T20:37:20.840Z,2024-08-27T20:37:49.681Z,28841,Tennis Grand Slam Winners
5755c957eb80c4000741a9ce,Tennis-Vis-Q1,13,voq3,completed,100.0,Content: Visualization Only,What is the largest intersection?,French Open,French Open,True,undefined,undefined,2024-08-27T20:37:20.840Z,2024-08-27T20:37:49.681Z,28841,Tennis Grand Slam Winners
5755c957eb80c4000741a9ce,Tennis-Vis-Q1,13,voq4,completed,100.0,Content: Visualization Only,How large is the largest intersection?,23,23,True,0,1000000000,2024-08-27T20:37:20.840Z,2024-08-27T20:37:49.681Z,28841,Tennis Grand Slam Winners
5755c957eb80c4000741a9ce,Tennis-Vis-Q1,13,voq5,completed,100.0,Content: Visualization Only,How many sets make up the largest intersection?,It is only of a single set,It is only of a single set,True,undefined,undefined,2024-08-27T20:37:20.840Z,2024-08-27T20:37:49.681Z,28841,Tennis Grand Slam Winners
5755c957eb80c4000741a9ce,Tennis-Vis-Q1,13,voq6,completed,100.0,Content: Visualization Only,How similar are the set sizes?,Roughly equal,Roughly equal,True,undefined,undefined,2024-08-27T20:37:20.840Z,2024-08-27T20:37:49.681Z,28841,Tennis Grand Slam Winners
5755c957eb80c4000741a9ce,Tennis-Vis-Q1,13,voq7,completed,100.0,Content: Visualization Only,Is the largest set present in the largest intersection?,No,No,True,undefined,undefined,2024-08-27T20:37:20.840Z,2024-08-27T20:37:49.681Z,28841,Tennis Grand Slam Winners
5755c957eb80c4000741a9ce,Tennis-Vis-Q1,13,voq8,completed,100.0,Content: Visualization Only,Is the all-set intersection (intersection having all the sets) present? ,Yes,Yes,True,undefined,undefined,2024-08-27T20:37:20.840Z,2024-08-27T20:37:49.681Z,28841,Tennis Grand Slam Winners
5755c957eb80c4000741a9ce,Tennis-Vis-Q2,14,voq1,completed,100.0,Content: Visualization Only,How confident are you in your answers?,5,undefined,undefined,undefined,undefined,2024-08-27T20:37:49.702Z,2024-08-27T20:38:13.173Z,23471,Tennis Grand Slam Winners
5755c957eb80c4000741a9ce,Tennis-Vis-Q2,14,voq2,completed,100.0,Content: Visualization Only,How well did you understand the information presented?,5,undefined,undefined,undefined,undefined,2024-08-27T20:37:49.702Z,2024-08-27T20:38:13.173Z,23471,Tennis Grand Slam Winners
5755c957eb80c4000741a9ce,Tennis-Vis-Q2,14,voq3,completed,100.0,Content: Visualization Only,How effective was the plot at conveying information?,4,undefined,undefined,undefined,undefined,2024-08-27T20:37:49.702Z,2024-08-27T20:38:13.173Z,23471,Tennis Grand Slam Winners
5755c957eb80c4000741a9ce,Tennis-Vis-Q3,15,voq1,completed,100.0,Content: Visualization Only,What are your insights and take-aways from this plot for this data?,That generally winners specialise in only one thing or are good at everything. It's rare for them to specialise in two things rather than one/all.,undefined,undefined,undefined,undefined,2024-08-27T20:38:13.199Z,2024-08-27T20:38:47.320Z,34121,Tennis Grand Slam Winners
5755c957eb80c4000741a9ce,Post Study Survey,16,q1,completed,100.0,undefined,Which presentation modality did you find most effective?,Just Visualization,undefined,undefined,undefined,undefined,2024-08-27T20:38:47.396Z,2024-08-27T20:40:43.297Z,115901,Undefined
5755c957eb80c4000741a9ce,Post Study Survey,16,q2,completed,100.0,undefined,Which condition did you find the least effective?,Just Text Description,undefined,undefined,undefined,undefined,2024-08-27T20:38:47.396Z,2024-08-27T20:40:43.297Z,115901,Undefined
5755c957eb80c4000741a9ce,Post Study Survey,16,q3,completed,100.0,undefined,"If you were to receive information in the future, which format would you prefer?",Just Visualization,undefined,undefined,undefined,undefined,2024-08-27T20:38:47.396Z,2024-08-27T20:40:43.297Z,115901,Undefined
5755c957eb80c4000741a9ce,Post Study Survey,16,q4,completed,100.0,undefined,Did you find UpSet plots easy to read?,5,undefined,undefined,undefined,undefined,2024-08-27T20:38:47.396Z,2024-08-27T20:40:43.297Z,115901,Undefined
5755c957eb80c4000741a9ce,Post Study Survey,16,q5,completed,100.0,undefined,Did you find the text descriptions easy to read?,4,undefined,undefined,undefined,undefined,2024-08-27T20:38:47.396Z,2024-08-27T20:40:43.297Z,115901,Undefined
